product_id,product_name,category,subcategory,price,currency,sku,is_active,created_at,updated_at,_source,_loaded_at
P00017,Tablet Product 17,Electronics,Tablet,2963.4046,VND,SKU000017,True,2025-08-15T00:00:00+00:00,2025-08-21T00:00:00+00:00,erp,2025-08-21T01:00:00+00:00
P00018,Outdoor Product 18,Sports,Outdoor,3980.3022,VND,SKU000018,True,2024-08-02T00:00:00+00:00,2024-08-24T00:00:00+00:00,woocommerce,2024-08-24T01:00:00+00:00
P00019,Indoor Product 19,Sports,Indoor,1008.3842,VND,SKU000019,False,2025-07-06T00:00:00+00:00,2025-07-26T00:00:00+00:00,woocommerce,2025-07-26T01:00:00+00:00
P00020,Indoor Product 20,Sports,Indoor,4405.6739,VND,SKU000020,True,2025-07-14T00:00:00+00:00,2025-07-25T00:00:00+00:00,woocommerce,2025-07-25T01:00:00+00:00
P00021,Decor Product 21,Home,Decor,4686.443,VND,SKU000021,False,2025-04-23T00:00:00+00:00,2025-05-10T00:00:00+00:00,erp,2025-05-10T01:00:00+00:00
P00022,Kitchen Product 22,Home,Kitchen,1209.466,VND,SKU000022,True,2025-04-18T00:00:00+00:00,2025-04-27T00:00:00+00:00,woocommerce,2025-04-27T01:00:00+00:00
P00023,Outdoor Product 23,Sports,Outdoor,1025.7546,VND,SKU000023,False,2024-03-06T00:00:00+00:00,2024-04-15T00:00:00+00:00,woocommerce,2024-04-15T01:00:00+00:00
P00024,Kids Product 24,Fashion,Kids,3437.406,VND,SKU000024,True,2024-06-13T00:00:00+00:00,2024-06-29T00:00:00+00:00,woocommerce,2024-06-29T01:00:00+00:00
P00025,Furniture Product 25,Home,Furniture,148.2438,VND,SKU000025,True,2024-06-02T00:00:00+00:00,2024-06-14T00:00:00+00:00,woocommerce,2024-06-14T01:00:00+00:00
P00026,Indoor Product 26,Sports,Indoor,3238.141,VND,SKU000026,True,2025-03-22T00:00:00+00:00,2025-04-18T00:00:00+00:00,erp,2025-04-18T01:00:00+00:00
P00027,Kitchen Product 27,Home,Kitchen,1299.4003,VND,SKU000027,True,2024-05-19T00:00:00+00:00,2024-05-20T00:00:00+00:00,erp,2024-05-20T01:00:00+00:00
P00028,Tablet Product 28,Electronics,Tablet,109.3446,VND,SKU000028,True,2025-05-12T00:00:00+00:00,2025-07-01T00:00:00+00:00,woocommerce,2025-07-01T01:00:00+00:00
P00029,Men Product 29,Fashion,Men,1823.5369,VND,SKU000029,True,2025-02-20T00:00:00+00:00,2025-04-18T00:00:00+00:00,woocommerce,2025-04-18T01:00:00+00:00
P00030,Furniture Product 30,Home,Furniture,3675.0572,VND,SKU000030,True,2024-04-24T00:00:00+00:00,2024-05-30T00:00:00+00:00,woocommerce,2024-05-30T01:00:00+00:00
P00031,Fitness Product 31,Sports,Fitness,620.1614,VND,SKU000031,True,2024-08-31T00:00:00+00:00,2024-10-08T00:00:00+00:00,woocommerce,2024-10-08T01:00:00+00:00
P00032,Indoor Product 32,Sports,Indoor,2120.1163,VND,SKU000032,True,2024-08-29T00:00:00+00:00,2024-10-27T00:00:00+00:00,erp,2024-10-27T01:00:00+00:00
P00033,Furniture Product 33,Home,Furniture,2047.794,VND,SKU000033,True,2024-10-08T00:00:00+00:00,2024-11-05T00:00:00+00:00,woocommerce,2024-11-05T01:00:00+00:00
P00034,Kids Product 34,Fashion,Kids,2733.2677,VND,SKU000034,False,2024-04-25T00:00:00+00:00,2024-05-15T00:00:00+00:00,erp,2024-05-15T01:00:00+00:00
P00035,Men Product 35,Fashion,Men,3581.1994,VND,SKU000035,True,2025-01-06T00:00:00+00:00,2025-02-05T00:00:00+00:00,erp,2025-02-05T01:00:00+00:00
P00036,Tablet Product 36,Electronics,Tablet,4704.8329,VND,SKU000036,True,2025-11-09T00:00:00+00:00,2025-12-30T00:00:00+00:00,woocommerce,2025-12-30T01:00:00+00:00
P00037,Outdoor Product 37,Sports,Outdoor,1820.6469,VND,SKU000037,True,2025-10-16T00:00:00+00:00,2025-11-29T00:00:00+00:00,erp,2025-11-29T01:00:00+00:00
P00038,Outdoor Product 38,Sports,Outdoor,4804.1324,VND,SKU000038,True,2024-01-09T00:00:00+00:00,2024-03-07T00:00:00+00:00,woocommerce,2024-03-07T01:00:00+00:00
P00039,Phone Product 39,Electronics,Phone,4298.4895,VND,SKU000039,True,2024-10-31T00:00:00+00:00,2024-11-13T00:00:00+00:00,woocommerce,2024-11-13T01:00:00+00:00
P00040,Kids Product 40,Fashion,Kids,179.0696,VND,SKU000040,True,2025-02-20T00:00:00+00:00,2025-04-11T00:00:00+00:00,woocommerce,2025-04-11T01:00:00+00:00
P00041,Indoor Product 41,Sports,Indoor,4207.4057,VND,SKU000041,False,2025-02-26T00:00:00+00:00,2025-04-26T00:00:00+00:00,erp,2025-04-26T01:00:00+00:00
P00042,Decor Product 42,Home,Decor,341.1725,VND,SKU000042,False,2024-09-24T00:00:00+00:00,2024-10-26T00:00:00+00:00,woocommerce,2024-10-26T01:00:00+00:00
P00043,Indoor Product 43,Sports,Indoor,269.9731,VND,SKU000043,True,2024-01-29T00:00:00+00:00,2024-03-17T00:00:00+00:00,woocommerce,2024-03-17T01:00:00+00:00
P00044,Furniture Product 44,Home,Furniture,3145.1984,VND,SKU000044,True,2025-02-14T00:00:00+00:00,2025-02-26T00:00:00+00:00,erp,2025-02-26T01:00:00+00:00
P00045,Phone Product 45,Electronics,Phone,3570.6841,VND,SKU000045,True,2024-09-12T00:00:00+00:00,2024-10-15T00:00:00+00:00,woocommerce,2024-10-15T01:00:00+00:00
P00046,Women Product 46,Fashion,Women,3678.5088,VND,SKU000046,True,2025-05-04T00:00:00+00:00,2025-06-28T00:00:00+00:00,erp,2025-06-28T01:00:00+00:00
P00047,Women Product 47,Fashion,Women,2078.3372,VND,SKU000047,True,2024-07-22T00:00:00+00:00,2024-07-27T00:00:00+00:00,woocommerce,2024-07-27T01:00:00+00:00
P00048,Indoor Product 48,Sports,Indoor,4741.065,VND,SKU000048,True,2024-08-17T00:00:00+00:00,2024-08-18T00:00:00+00:00,erp,2024-08-18T01:00:00+00:00
P00049,Fitness Product 49,Sports,Fitness,4260.636,VND,SKU000049,True,2024-09-25T00:00:00+00:00,2024-11-08T00:00:00+00:00,woocommerce,2024-11-08T01:00:00+00:00
P00050,Indoor Product 50,Sports,Indoor,454.4157,VND,SKU000050,True,2024-09-23T00:00:00+00:00,2024-10-02T00:00:00+00:00,erp,2024-10-02T01:00:00+00:00
P00051,Phone Product 51,Electronics,Phone,3869.063,VND,SKU000051,False,2025-06-22T00:00:00+00:00,2025-07-19T00:00:00+00:00,woocommerce,2025-07-19T01:00:00+00:00
P00052,Phone Product 52,Electronics,Phone,4730.8011,VND,SKU000052,True,2024-07-27T00:00:00+00:00,2024-08-08T00:00:00+00:00,woocommerce,2024-08-08T01:00:00+00:00
P00053,Outdoor Product 53,Sports,Outdoor,4283.1253,VND,SKU000053,True,2024-05-13T00:00:00+00:00,2024-06-09T00:00:00+00:00,woocommerce,2024-06-09T01:00:00+00:00
P00054,Kitchen Product 54,Home,Kitchen,3964.393,VND,SKU000054,True,2024-07-03T00:00:00+00:00,2024-07-29T00:00:00+00:00,woocommerce,2024-07-29T01:00:00+00:00
P00055,Men Product 55,Fashion,Men,4537.5679,VND,SKU000055,True,2025-09-24T00:00:00+00:00,2025-10-22T00:00:00+00:00,woocommerce,2025-10-22T01:00:00+00:00
P00056,Phone Product 56,Electronics,Phone,4358.5029,VND,SKU000056,False,2025-04-25T00:00:00+00:00,2025-05-03T00:00:00+00:00,erp,2025-05-03T01:00:00+00:00
P00057,Indoor Product 57,Sports,Indoor,2990.0077,VND,SKU000057,True,2025-03-09T00:00:00+00:00,2025-04-25T00:00:00+00:00,erp,2025-04-25T01:00:00+00:00
P00058,Phone Product 58,Electronics,Phone,1181.8588,VND,SKU000058,True,2024-12-06T00:00:00+00:00,2025-02-03T00:00:00+00:00,erp,2025-02-03T01:00:00+00:00
P00059,Laptop Product 59,Electronics,Laptop,1910.879,VND,SKU000059,False,2025-05-31T00:00:00+00:00,2025-07-09T00:00:00+00:00,woocommerce,2025-07-09T01:00:00+00:00
P00060,Decor Product 60,Home,Decor,905.0674,VND,SKU000060,True,2024-02-12T00:00:00+00:00,2024-03-20T00:00:00+00:00,woocommerce,2024-03-20T01:00:00+00:00
P00061,Women Product 61,Fashion,Women,1593.4138,VND,SKU000061,False,2024-05-15T00:00:00+00:00,2024-05-20T00:00:00+00:00,erp,2024-05-20T01:00:00+00:00
P00062,Men Product 62,Fashion,Men,4892.7978,VND,SKU000062,False,2024-11-16T00:00:00+00:00,2024-11-18T00:00:00+00:00,woocommerce,2024-11-18T01:00:00+00:00
P00063,Women Product 63,Fashion,Women,4385.9126,VND,SKU000063,True,2024-10-16T00:00:00+00:00,2024-12-12T00:00:00+00:00,woocommerce,2024-12-12T01:00:00+00:00
P00064,Fitness Product 64,Sports,Fitness,4972.8797,VND,SKU000064,True,2024-11-19T00:00:00+00:00,2025-01-05T00:00:00+00:00,woocommerce,2025-01-05T01:00:00+00:00
P00065,Phone Product 65,Electronics,Phone,1157.0041,VND,SKU000065,True,2024-06-01T00:00:00+00:00,2024-06-04T00:00:00+00:00,woocommerce,2024-06-04T01:00:00+00:00
P00066,Men Product 66,Fashion,Men,588.96,VND,SKU000066,False,2025-04-23T00:00:00+00:00,2025-05-20T00:00:00+00:00,erp,2025-05-20T01:00:00+00:00
P00067,Outdoor Product 67,Sports,Outdoor,2294.2209,VND,SKU000067,True,2025-07-28T00:00:00+00:00,2025-08-28T00:00:00+00:00,erp,2025-08-28T01:00:00+00:00
P00068,Laptop Product 68,Electronics,Laptop,4342.1838,VND,SKU000068,True,2024-04-05T00:00:00+00:00,2024-04-18T00:00:00+00:00,erp,2024-04-18T01:00:00+00:00
P00069,Kids Product 69,Fashion,Kids,1069.8568,VND,SKU000069,True,2025-11-10T00:00:00+00:00,2025-12-17T00:00:00+00:00,erp,2025-12-17T01:00:00+00:00
P00070,Fitness Product 70,Sports,Fitness,2495.5728,VND,SKU000070,True,2024-09-09T00:00:00+00:00,2024-10-28T00:00:00+00:00,woocommerce,2024-10-28T01:00:00+00:00
P00071,Laptop Product 71,Electronics,Laptop,618.7348,VND,SKU000071,True,2025-11-28T00:00:00+00:00,2026-01-10T00:00:00+00:00,erp,2026-01-10T01:00:00+00:00
P00072,Men Product 72,Fashion,Men,2306.5636,VND,SKU000072,False,2024-01-30T00:00:00+00:00,2024-02-04T00:00:00+00:00,woocommerce,2024-02-04T01:00:00+00:00
P00073,Kids Product 73,Fashion,Kids,1653.8403,VND,SKU000073,True,2025-11-04T00:00:00+00:00,2025-11-04T00:00:00+00:00,woocommerce,2025-11-04T01:00:00+00:00
P00074,Kids Product 74,Fashion,Kids,1064.7206,VND,SKU000074,True,2025-08-05T00:00:00+00:00,2025-08-13T00:00:00+00:00,woocommerce,2025-08-13T01:00:00+00:00
P00075,Men Product 75,Fashion,Men,4759.9819,VND,SKU000075,False,2024-03-13T00:00:00+00:00,2024-04-17T00:00:00+00:00,erp,2024-04-17T01:00:00+00:00
P00076,Outdoor Product 76,Sports,Outdoor,4825.5961,VND,SKU000076,False,2024-07-01T00:00:00+00:00,2024-07-16T00:00:00+00:00,erp,2024-07-16T01:00:00+00:00
P00077,Phone Product 77,Electronics,Phone,3899.6678,VND,SKU000077,True,2024-06-15T00:00:00+00:00,2024-07-09T00:00:00+00:00,erp,2024-07-09T01:00:00+00:00
P00078,Laptop Product 78,Electronics,Laptop,2167.4685,VND,SKU000078,True,2025-05-17T00:00:00+00:00,2025-07-07T00:00:00+00:00,erp,2025-07-07T01:00:00+00:00
P00079,Kids Product 79,Fashion,Kids,1843.6096,VND,SKU000079,True,2024-04-08T00:00:00+00:00,2024-05-31T00:00:00+00:00,woocommerce,2024-05-31T01:00:00+00:00
P00080,Outdoor Product 80,Sports,Outdoor,2819.6548,VND,SKU000080,False,2025-05-02T00:00:00+00:00,2025-05-19T00:00:00+00:00,erp,2025-05-19T01:00:00+00:00
P00081,Outdoor Product 81,Sports,Outdoor,2176.1886,VND,SKU000081,False,2025-09-20T00:00:00+00:00,2025-10-01T00:00:00+00:00,erp,2025-10-01T01:00:00+00:00
P00082,Tablet Product 82,Electronics,Tablet,3385.4358,VND,SKU000082,True,2024-12-15T00:00:00+00:00,2025-01-13T00:00:00+00:00,woocommerce,2025-01-13T01:00:00+00:00
P00083,Laptop Product 83,Electronics,Laptop,405.1238,VND,SKU000083,False,2025-04-24T00:00:00+00:00,2025-05-21T00:00:00+00:00,woocommerce,2025-05-21T01:00:00+00:00
P00084,Furniture Product 84,Home,Furniture,1509.0392,VND,SKU000084,True,2025-12-01T00:00:00+00:00,2026-01-27T00:00:00+00:00,woocommerce,2026-01-27T01:00:00+00:00
P00085,Kids Product 85,Fashion,Kids,391.8973,VND,SKU000085,True,2024-02-18T00:00:00+00:00,2024-03-24T00:00:00+00:00,erp,2024-03-24T01:00:00+00:00
P00086,Outdoor Product 86,Sports,Outdoor,3307.6677,VND,SKU000086,True,2024-04-06T00:00:00+00:00,2024-05-05T00:00:00+00:00,woocommerce,2024-05-05T01:00:00+00:00
P00087,Kids Product 87,Fashion,Kids,2522.1884,VND,SKU000087,True,2024-03-24T00:00:00+00:00,2024-05-12T00:00:00+00:00,woocommerce,2024-05-12T01:00:00+00:00
P00088,Furniture Product 88,Home,Furniture,425.6199,VND,SKU000088,True,2025-02-06T00:00:00+00:00,2025-02-08T00:00:00+00:00,woocommerce,2025-02-08T01:00:00+00:00
P00089,Indoor Product 89,Sports,Indoor,4041.092,VND,SKU000089,True,2025-04-05T00:00:00+00:00,2025-05-14T00:00:00+00:00,erp,2025-05-14T01:00:00+00:00
P00090,Furniture Product 90,Home,Furniture,4911.1091,VND,SKU000090,True,2024-03-21T00:00:00+00:00,2024-05-07T00:00:00+00:00,erp,2024-05-07T01:00:00+00:00
P00091,Indoor Product 91,Sports,Indoor,1980.7199,VND,SKU000091,True,2024-01-19T00:00:00+00:00,2024-01-19T00:00:00+00:00,erp,2024-01-19T01:00:00+00:00
P00092,Outdoor Product 92,Sports,Outdoor,3292.0083,VND,SKU000092,False,2025-02-18T00:00:00+00:00,2025-04-14T00:00:00+00:00,woocommerce,2025-04-14T01:00:00+00:00
P00093,Kids Product 93,Fashion,Kids,3378.7604,VND,SKU000093,True,2025-11-20T00:00:00+00:00,2026-01-03T00:00:00+00:00,erp,2026-01-03T01:00:00+00:00
P00094,Furniture Product 94,Home,Furniture,568.4434,VND,SKU000094,True,2024-01-15T00:00:00+00:00,2024-01-27T00:00:00+00:00,erp,2024-01-27T01:00:00+00:00
P00095,Phone Product 95,Electronics,Phone,734.3194,VND,SKU000095,True,2025-05-07T00:00:00+00:00,2025-06-17T00:00:00+00:00,woocommerce,2025-06-17T01:00:00+00:00
P00096,Furniture Product 96,Home,Furniture,2322.4935,VND,SKU000096,False,2024-11-04T00:00:00+00:00,2024-12-23T00:00:00+00:00,woocommerce,2024-12-23T01:00:00+00:00
P00097,Phone Product 97,Electronics,Phone,770.587,VND,SKU000097,False,2024-06-19T00:00:00+00:00,2024-08-15T00:00:00+00:00,woocommerce,2024-08-15T01:00:00+00:00
P00098,Fitness Product 98,Sports,Fitness,1220.7219,VND,SKU000098,True,2025-04-05T00:00:00+00:00,2025-05-12T00:00:00+00:00,woocommerce,2025-05-12T01:00:00+00:00
P00099,Laptop Product 99,Electronics,Laptop,3155.7453,VND,SKU000099,False,2024-01-09T00:00:00+00:00,2024-01-15T00:00:00+00:00,woocommerce,2024-01-15T01:00:00+00:00
P00100,Indoor Product 100,Sports,Indoor,3658.0819,VND,SKU000100,True,2025-08-15T00:00:00+00:00,2025-09-22T00:00:00+00:00,erp,2025-09-22T01:00:00+00:00
P00101,Outdoor Product 101,Sports,Outdoor,2959.286,VND,SKU000101,False,2025-05-12T00:00:00+00:00,2025-06-13T00:00:00+00:00,erp,2025-06-13T01:00:00+00:00
P00102,Tablet Product 102,Electronics,Tablet,2886.2527,VND,SKU000102,True,2024-01-20T00:00:00+00:00,2024-02-16T00:00:00+00:00,woocommerce,2024-02-16T01:00:00+00:00
P00103,Outdoor Product 103,Sports,Outdoor,3117.2565,VND,SKU000103,True,2024-04-29T00:00:00+00:00,2024-05-30T00:00:00+00:00,woocommerce,2024-05-30T01:00:00+00:00
P00104,Fitness Product 104,Sports,Fitness,3633.7836,VND,SKU000104,False,2024-06-14T00:00:00+00:00,2024-07-02T00:00:00+00:00,woocommerce,2024-07-02T01:00:00+00:00
P00105,Fitness Product 105,Sports,Fitness,2942.417,VND,SKU000105,True,2025-06-03T00:00:00+00:00,2025-06-17T00:00:00+00:00,woocommerce,2025-06-17T01:00:00+00:00
P00106,Kitchen Product 106,Home,Kitchen,4167.0729,VND,SKU000106,True,2025-02-03T00:00:00+00:00,2025-03-01T00:00:00+00:00,woocommerce,2025-03-01T01:00:00+00:00
P00107,Decor Product 107,Home,Decor,3456.5808,VND,SKU000107,True,2024-07-31T00:00:00+00:00,2024-08-18T00:00:00+00:00,woocommerce,2024-08-18T01:00:00+00:00
P00108,Furniture Product 108,Home,Furniture,3032.6875,VND,SKU000108,True,2024-07-23T00:00:00+00:00,2024-08-02T00:00:00+00:00,woocommerce,2024-08-02T01:00:00+00:00
P00109,Outdoor Product 109,Sports,Outdoor,2788.5842,VND,SKU000109,True,2024-08-28T00:00:00+00:00,2024-09-10T00:00:00+00:00,woocommerce,2024-09-10T01:00:00+00:00
P00110,Women Product 110,Fashion,Women,881.8268,VND,SKU000110,True,2025-11-24T00:00:00+00:00,2025-12-04T00:00:00+00:00,erp,2025-12-04T01:00:00+00:00
P00111,Women Product 111,Fashion,Women,1141.1844,VND,SKU000111,True,2024-04-26T00:00:00+00:00,2024-06-04T00:00:00+00:00,woocommerce,2024-06-04T01:00:00+00:00
P00112,Women Product 112,Fashion,Women,242.915,VND,SKU000112,True,2024-12-29T00:00:00+00:00,2025-02-16T00:00:00+00:00,erp,2025-02-16T01:00:00+00:00
P00113,Tablet Product 113,Electronics,Tablet,4731.876,VND,SKU000113,False,2024-02-21T00:00:00+00:00,2024-04-20T00:00:00+00:00,erp,2024-04-20T01:00:00+00:00
P00114,Tablet Product 114,Electronics,Tablet,4293.3532,VND,SKU000114,True,2025-09-16T00:00:00+00:00,2025-11-05T00:00:00+00:00,erp,2025-11-05T01:00:00+00:00
P00115,Phone Product 115,Electronics,Phone,4355.6387,VND,SKU000115,True,2025-10-07T00:00:00+00:00,2025-10-14T00:00:00+00:00,erp,2025-10-14T01:00:00+00:00
P00116,Kids Product 116,Fashion,Kids,2534.4241,VND,SKU000116,True,2025-03-28T00:00:00+00:00,2025-05-15T00:00:00+00:00,erp,2025-05-15T01:00:00+00:00
P00117,Women Product 117,Fashion,Women,4244.4895,VND,SKU000117,False,2024-05-21T00:00:00+00:00,2024-05-28T00:00:00+00:00,woocommerce,2024-05-28T01:00:00+00:00
P00118,Phone Product 118,Electronics,Phone,1440.9239,VND,SKU000118,True,2025-04-30T00:00:00+00:00,2025-05-21T00:00:00+00:00,erp,2025-05-21T01:00:00+00:00
P00119,Women Product 119,Fashion,Women,3150.9076,VND,SKU000119,True,2025-02-28T00:00:00+00:00,2025-03-23T00:00:00+00:00,erp,2025-03-23T01:00:00+00:00
P00120,Fitness Product 120,Sports,Fitness,2149.826,VND,SKU000120,False,2024-05-21T00:00:00+00:00,2024-07-11T00:00:00+00:00,woocommerce,2024-07-11T01:00:00+00:00
P00121,Men Product 121,Fashion,Men,3853.0578,VND,SKU000121,True,2025-03-29T00:00:00+00:00,2025-04-07T00:00:00+00:00,erp,2025-04-07T01:00:00+00:00
P00122,Women Product 122,Fashion,Women,829.9802,VND,SKU000122,True,2025-02-15T00:00:00+00:00,2025-04-05T00:00:00+00:00,woocommerce,2025-04-05T01:00:00+00:00
P00123,Tablet Product 123,Electronics,Tablet,4513.5305,VND,SKU000123,True,2025-10-18T00:00:00+00:00,2025-10-27T00:00:00+00:00,woocommerce,2025-10-27T01:00:00+00:00
P00124,Outdoor Product 124,Sports,Outdoor,2772.516,VND,SKU000124,True,2025-11-28T00:00:00+00:00,2026-01-11T00:00:00+00:00,woocommerce,2026-01-11T01:00:00+00:00
P00125,Men Product 125,Fashion,Men,2643.6808,VND,SKU000125,True,2024-10-13T00:00:00+00:00,2024-12-09T00:00:00+00:00,woocommerce,2024-12-09T01:00:00+00:00
P00126,Indoor Product 126,Sports,Indoor,2726.6822,VND,SKU000126,False,2024-07-29T00:00:00+00:00,2024-09-23T00:00:00+00:00,woocommerce,2024-09-23T01:00:00+00:00
P00127,Fitness Product 127,Sports,Fitness,194.4812,VND,SKU000127,True,2024-11-04T00:00:00+00:00,2024-11-09T00:00:00+00:00,woocommerce,2024-11-09T01:00:00+00:00
P00128,Decor Product 128,Home,Decor,1076.5352,VND,SKU000128,True,2025-07-07T00:00:00+00:00,2025-07-25T00:00:00+00:00,woocommerce,2025-07-25T01:00:00+00:00
P00129,Furniture Product 129,Home,Furniture,3985.0275,VND,SKU000129,True,2024-01-29T00:00:00+00:00,2024-03-25T00:00:00+00:00,erp,2024-03-25T01:00:00+00:00
P00130,Kids Product 130,Fashion,Kids,561.1051,VND,SKU000130,True,2025-03-08T00:00:00+00:00,2025-04-09T00:00:00+00:00,woocommerce,2025-04-09T01:00:00+00:00
P00131,Kids Product 131,Fashion,Kids,627.827,VND,SKU000131,True,2025-06-03T00:00:00+00:00,2025-06-25T00:00:00+00:00,woocommerce,2025-06-25T01:00:00+00:00
P00132,Kids Product 132,Fashion,Kids,1701.5117,VND,SKU000132,True,2024-01-06T00:00:00+00:00,2024-02-04T00:00:00+00:00,erp,2024-02-04T01:00:00+00:00
P00133,Women Product 133,Fashion,Women,3926.0984,VND,SKU000133,True,2024-10-18T00:00:00+00:00,2024-11-29T00:00:00+00:00,woocommerce,2024-11-29T01:00:00+00:00
P00134,Furniture Product 134,Home,Furniture,2916.0215,VND,SKU000134,True,2024-12-01T00:00:00+00:00,2025-01-03T00:00:00+00:00,woocommerce,2025-01-03T01:00:00+00:00
P00135,Phone Product 135,Electronics,Phone,2066.1442,VND,SKU000135,True,2025-03-11T00:00:00+00:00,2025-05-03T00:00:00+00:00,erp,2025-05-03T01:00:00+00:00
P00136,Fitness Product 136,Sports,Fitness,2236.3588,VND,SKU000136,True,2025-05-02T00:00:00+00:00,2025-05-15T00:00:00+00:00,woocommerce,2025-05-15T01:00:00+00:00
P00137,Outdoor Product 137,Sports,Outdoor,3185.9411,VND,SKU000137,False,2025-08-21T00:00:00+00:00,2025-09-21T00:00:00+00:00,woocommerce,2025-09-21T01:00:00+00:00
P00138,Fitness Product 138,Sports,Fitness,644.3486,VND,SKU000138,False,2024-05-27T00:00:00+00:00,2024-06-28T00:00:00+00:00,erp,2024-06-28T01:00:00+00:00
P00139,Tablet Product 139,Electronics,Tablet,2372.0443,VND,SKU000139,True,2024-08-05T00:00:00+00:00,2024-09-03T00:00:00+00:00,woocommerce,2024-09-03T01:00:00+00:00
P00140,Tablet Product 140,Electronics,Tablet,613.1235,VND,SKU000140,True,2025-02-22T00:00:00+00:00,2025-03-01T00:00:00+00:00,erp,2025-03-01T01:00:00+00:00
P00141,Furniture Product 141,Home,Furniture,4955.1903,VND,SKU000141,True,2025-01-15T00:00:00+00:00,2025-02-03T00:00:00+00:00,woocommerce,2025-02-03T01:00:00+00:00
P00142,Fitness Product 142,Sports,Fitness,3921.1246,VND,SKU000142,False,2024-05-26T00:00:00+00:00,2024-06-04T00:00:00+00:00,erp,2024-06-04T01:00:00+00:00
P00143,Women Product 143,Fashion,Women,4097.4341,VND,SKU000143,False,2024-08-08T00:00:00+00:00,2024-08-19T00:00:00+00:00,erp,2024-08-19T01:00:00+00:00
P00144,Tablet Product 144,Electronics,Tablet,4353.4284,VND,SKU000144,False,2024-12-23T00:00:00+00:00,2024-12-27T00:00:00+00:00,woocommerce,2024-12-27T01:00:00+00:00
P00145,Kids Product 145,Fashion,Kids,1695.738,VND,SKU000145,False,2025-04-08T00:00:00+00:00,2025-06-04T00:00:00+00:00,woocommerce,2025-06-04T01:00:00+00:00
P00146,Furniture Product 146,Home,Furniture,2310.0715,VND,SKU000146,False,2025-05-31T00:00:00+00:00,2025-07-10T00:00:00+00:00,woocommerce,2025-07-10T01:00:00+00:00
P00147,Decor Product 147,Home,Decor,4001.06,VND,SKU000147,False,2024-11-29T00:00:00+00:00,2024-12-04T00:00:00+00:00,woocommerce,2024-12-04T01:00:00+00:00
P00148,Kitchen Product 148,Home,Kitchen,238.6404,VND,SKU000148,False,2024-12-13T00:00:00+00:00,2025-01-16T00:00:00+00:00,woocommerce,2025-01-16T01:00:00+00:00
